time,seconds_elapsed,z,y,x
1772882696871675100,0.069675048828125,0.055312030017375946,-0.06674785166978836,-0.08845040202140808
1772882696881608200,0.079608154296875,0.05675514414906502,-0.06708552688360214,-0.11554640531539917
1772882696891540200,0.089540283203125,0.046997055411338806,-0.08874208480119705,-0.10692575573921204
1772882696901473300,0.099473388671875,0.048337794840335846,-0.08136462420225143,-0.11988959461450577
1772882696911405300,0.1094052734375,0.032634198665618896,-0.09543650597333908,-0.12873288989067078
1772882696921337600,0.119337646484375,0.015794767066836357,-0.08486934751272202,-0.10649256408214569
1772882696931269600,0.12926953125,-0.006549420766532421,-0.07529181987047195,-0.10983536392450333
1772882696941202700,0.13920263671875,-0.033486708998680115,-0.09804881364107132,-0.10306406021118164
1772882696951134500,0.149134521484375,-0.036622580140829086,-0.15230166912078857,-0.10587209463119507
1772882696961067500,0.159067626953125,-0.03061683475971222,-0.16388024389743805,-0.1184871643781662
1772882696971000300,0.169000244140625,-0.022938938811421394,-0.13708831369876862,-0.12984155118465424
1772882696980932400,0.178932373046875,-0.02436910942196846,-0.07177837193012238,-0.11947362869977951
1772882696990865400,0.188865478515625,-0.0336851142346859,0.011191610246896744,-0.09081428498029709
1772882697000797400,0.19879736328125,-0.0530242957174778,0.0838799998164177,-0.08793028444051743
1772882697010730500,0.20873046875,-0.08122503757476807,0.1417747288942337,-0.1301533579826355
1772882697020662500,0.21866259765625,-0.088601253926754,0.16032183170318604,-0.17354290187358856
1772882697030595600,0.228595703125,-0.024362878873944283,0.0885792151093483,-0.2226390689611435
1772882697040527600,0.238527587890625,0.0828937515616417,-0.007289410103112459,-0.314936101436615
1772882697050460700,0.248460693359375,0.1637105643749237,-0.05146672576665878,-0.3991103768348694
1772882697060392700,0.258392822265625,0.2050238698720932,-0.03155025839805603,-0.4079682528972626
1772882697070325500,0.268325439453125,0.1996687948703766,0.03765730932354927,-0.3717191815376282
1772882697080258600,0.278258544921875,0.16399648785591125,0.13527725636959076,-0.296749085187912
1772882697090190600,0.288190673828125,0.1049392968416214,0.21354995667934418,-0.19885848462581635
1772882697100123600,0.29812353515625,0.06512204557657242,0.26349887251853943,-0.11761805415153503
1772882697110055400,0.308055419921875,0.04594888910651207,0.29470258951187134,-0.09689679741859436
1772882697119988500,0.317988525390625,0.06077832728624344,0.2762291431427002,-0.14773061871528625
1772882697129920500,0.32792041015625,0.1019100546836853,0.1991676241159439,-0.3136468827724457
1772882697139853600,0.337853515625,0.1493193805217743,0.08735433220863342,-0.5421928763389587
1772882697149785600,0.34778564453125,0.17382152378559113,-0.0015763374976813793,-0.728742241859436
1772882697159718400,0.357718505859375,0.17928020656108856,-0.15521763265132904,-0.9274432063102722
1772882697169650400,0.367650390625,0.15549683570861816,-0.3680470585823059,-1.0542123317718506
1772882697179583500,0.37758349609375,0.09586654603481293,-0.5004528760910034,-1.005200982093811
1772882697189516500,0.3875166015625,0.0754222571849823,-0.5790547132492065,-0.8701075315475464
1772882697199448600,0.397448486328125,0.06234527751803398,-0.588097870349884,-0.6893413662910461
1772882697209381600,0.407381591796875,0.035284098237752914,-0.5384005904197693,-0.5102595090866089
1772882697219313700,0.417313720703125,-0.0001886200625449419,-0.4629325568675995,-0.38130447268486023
1772882697229246700,0.427246826171875,-0.03833360970020294,-0.39802253246307373,-0.29135754704475403
1772882697239178500,0.437178466796875,-0.07748761773109436,-0.3214326500892639,-0.21113136410713196
1772882697249111300,0.447111328125,-0.10748253017663956,-0.25113531947135925,-0.15038704872131348
1772882697259043300,0.457043212890625,-0.13901227712631226,-0.18033406138420105,-0.05470925197005272
1772882697268976400,0.466976318359375,-0.16652698814868927,-0.1129038855433464,0.059994425624608994
1772882697278908400,0.476908447265625,-0.19165994226932526,-0.054639894515275955,0.16247762739658356
1772882697288841500,0.486841552734375,-0.20913374423980713,-0.010730229318141937,0.2416723221540451
1772882697298774500,0.4967744140625,-0.2287152111530304,0.020224284380674362,0.2828591763973236
1772882697308706600,0.50670654296875,-0.23779979348182678,0.02430424652993679,0.3033343553543091
1772882697318639600,0.5166396484375,-0.2384602129459381,0.0077359676361083984,0.31082937121391296
1772882697328571600,0.526571533203125,-0.23394881188869476,-0.012823102995753288,0.29631298780441284
1772882697338504400,0.53650439453125,-0.22391124069690704,-0.010950339026749134,0.2633718252182007
1772882697348436500,0.5464365234375,-0.20947371423244476,-0.01101425476372242,0.22020810842514038
1772882697358369500,0.55636962890625,-0.19515161216259003,-0.0050598857924342155,0.15924124419689178
1772882697368301600,0.566301513671875,-0.1853375881910324,-0.011479435488581657,0.08448977023363113
1772882697378234600,0.576234619140625,-0.1788540780544281,0.00006785057485103607,0.004768070299178362
1772882697388167700,0.586167724609375,-0.1566755324602127,0.04336845129728317,-0.08167201280593872
1772882697398099500,0.596099365234375,-0.14339521527290344,0.0957379937171936,-0.1732797920703888
1772882697408032500,0.606032470703125,-0.12469076365232468,0.15394484996795654,-0.22905944287776947
1772882697417964500,0.615964599609375,-0.09756022691726685,0.2094254344701767,-0.21810239553451538
1772882697427897300,0.6258974609375,-0.055394139140844345,0.22519907355308533,-0.1707167625427246
1772882697437829400,0.635829345703125,-0.0014889886369928718,0.23383520543575287,-0.08435577154159546
1772882697447762400,0.645762451171875,0.04571501165628433,0.23055870831012726,-0.018445458263158798
1772882697457694500,0.655694580078125,0.08012378960847855,0.203535258769989,-0.0006304151029326022
1772882697467627500,0.66562744140625,0.10985638946294785,0.155979186296463,0.02173001691699028
1772882697477559600,0.6755595703125,0.1657416969537735,0.12003025412559509,0.040847040712833405
1772882697487492600,0.68549267578125,0.23488135635852814,0.08367331326007843,0.019065042957663536
1772882697497425700,0.69542578125,0.2923642098903656,0.06166248023509979,-0.0368206612765789
1772882697507357700,0.705357666015625,0.3080768585205078,0.04799113795161247,-0.12017893046140671
1772882697517290500,0.71529052734375,0.28612110018730164,0.054631274193525314,-0.21874086558818817
1772882697527222500,0.725222412109375,0.2488909214735031,0.044039350003004074,-0.3012751638889313
1772882697537155600,0.735155517578125,0.1872462034225464,0.0016583353281021118,-0.3620207905769348
1772882697547087400,0.74508740234375,0.11960456520318985,-0.06377899646759033,-0.3742058277130127
1772882697557020400,0.7550205078125,0.04073484614491463,-0.11693494766950607,-0.3447778820991516
1772882697566952400,0.764952392578125,-0.028848227113485336,-0.14403501152992249,-0.2827257215976715
1772882697576885500,0.774885498046875,-0.07947497814893723,-0.14349466562271118,-0.2141944169998169
1772882697586817500,0.784817626953125,-0.1082586869597435,-0.12982678413391113,-0.1619192212820053
1772882697596750600,0.79475048828125,-0.11694085597991943,-0.12266159057617188,-0.12261546403169632
1772882697606683400,0.804683349609375,-0.10020475089550018,-0.09329864382743835,-0.09725285321474075
1772882697616615400,0.814615478515625,-0.06371433287858963,-0.07129865139722824,-0.08576411008834839
1772882697626548500,0.824548583984375,-0.00841485895216465,-0.06755637377500534,-0.081572026014328
1772882697636480500,0.83448046875,0.04140915721654892,-0.07698626071214676,-0.06160463020205498
1772882697646413600,0.84441357421875,0.08585305511951447,-0.0831565335392952,-0.03256046026945114
1772882697656345600,0.854345703125,0.12184946238994598,-0.08817729353904724,-0.008159610442817211
1772882697666278700,0.864278564453125,0.14654548466205597,-0.08982125669717789,0.010765344835817814
1772882697676210700,0.874210693359375,0.17272327840328217,-0.09149405360221863,0.0220439862459898
1772882697686143700,0.884143798828125,0.20263244211673737,-0.08653684705495834,0.012644360773265362
1772882697696075500,0.894075439453125,0.2287263125181198,-0.048492610454559326,-0.0006445738836191595
1772882697706008300,0.90400830078125,0.2388995885848999,0.03640177473425865,-0.034019578248262405
1772882697715941400,0.91394140625,0.2420060634613037,0.15844790637493134,-0.061419203877449036
1772882697725873400,0.923873291015625,0.24860325455665588,0.2999853193759918,-0.0694212093949318
1772882697735806500,0.933806396484375,0.25400248169898987,0.41270139813423157,-0.04642590135335922
1772882697745738500,0.943738525390625,0.26616406440734863,0.44382521510124207,0.0010590592864900827
1772882697755671600,0.953671630859375,0.27149927616119385,0.4046381115913391,0.06557749956846237
1772882697765603600,0.963603515625,0.26203176379203796,0.3373914361000061,0.11241770535707474
1772882697775536600,0.97353662109375,0.24158629775047302,0.26962780952453613,0.11427018791437149
1772882697785468700,0.98346875,0.21900561451911926,0.22335591912269592,0.0507332943379879
1772882697795401500,0.9934013671875,0.2184639871120453,0.19142529368400574,-0.05163315311074257
1772882697805333500,1.00333349609375,0.22645720839500427,0.15119852125644684,-0.15567061305046082
1772882697815266600,1.0132666015625,0.2554466724395752,0.09916181862354279,-0.23961405456066132
1772882697825198600,1.023198486328125,0.2849257290363312,0.0396454893052578,-0.3003740906715393
1772882697835131600,1.033131591796875,0.29099857807159424,-0.019208624958992004,-0.3243780732154846
1772882697845064700,1.043064697265625,0.3206462264060974,-0.10658907145261765,-0.36607626080513
1772882697854996500,1.05299658203125,0.3413050174713135,-0.1829967349767685,-0.40117406845092773
1772882697864929500,1.062929443359375,0.3542546331882477,-0.25117579102516174,-0.4266924560070038
1772882697874861600,1.072861572265625,0.3618740439414978,-0.30597999691963196,-0.44869184494018555
1772882697884794400,1.08279443359375,0.36183568835258484,-0.34603554010391235,-0.45206817984580994
1772882697894726400,1.092726318359375,0.36172014474868774,-0.37129727005958557,-0.42636579275131226
1772882697904659500,1.102659423828125,0.3570585548877716,-0.36142173409461975,-0.3889875113964081
1772882697914591500,1.112591552734375,0.3680805563926697,-0.32572466135025024,-0.33215564489364624
1772882697924524500,1.122524658203125,0.38506752252578735,-0.2886497378349304,-0.26705119013786316
1772882697934456600,1.13245654296875,0.39569196105003357,-0.25378358364105225,-0.1841682344675064
1772882697944389600,1.1423896484375,0.3955060839653015,-0.20223410427570343,-0.08212443441152573
1772882697954322700,1.15232275390625,0.3853610157966614,-0.16190041601657867,0.014644316397607327
1772882697964254700,1.162254638671875,0.3691956102848053,-0.12937521934509277,0.08287316560745239
1772882697974187500,1.1721875,0.345180869102478,-0.10924497991800308,0.11864100396633148
1772882697984119600,1.18211962890625,0.32794302701950073,-0.08072119206190109,0.1118861585855484
1772882697994052600,1.192052490234375,0.31127873063087463,-0.03988320380449295,0.08263050019741058
1772882698003984600,1.201984619140625,0.3019091784954071,-0.03651164099574089,0.018952718004584312
1772882698013917700,1.211917724609375,0.29827210307121277,-0.06053175777196884,-0.034594129770994186
1772882698023849700,1.221849609375,0.2811024487018585,-0.10485794395208359,-0.09793022274971008
1772882698033782800,1.23178271484375,0.24811716377735138,-0.13771599531173706,-0.1583927571773529
1772882698043714800,1.24171484375,0.1968151032924652,-0.13889656960964203,-0.20104354619979858
1772882698053648000,1.25164794921875,0.14020822942256927,-0.14838697016239166,-0.24109694361686707
1772882698063580700,1.26158056640625,0.08447492122650146,-0.18175530433654785,-0.2653578221797943
1772882698073512400,1.271512451171875,0.05062805861234665,-0.22186031937599182,-0.2586519122123718
1772882698083445500,1.281445556640625,0.04803893342614174,-0.2429208755493164,-0.22157032787799835
1772882698093377500,1.29137744140625,0.08707171678543091,-0.23704980313777924,-0.1538403481245041
1772882698103310600,1.301310546875,0.1639619767665863,-0.2182244509458542,-0.05923156440258026
1772882698113242600,1.31124267578125,0.2429024875164032,-0.20380213856697083,0.05482495576143265
1772882698123175700,1.32117578125,0.2985564172267914,-0.1678646355867386,0.17541688680648804
1772882698133107700,1.331107666015625,0.322240948677063,-0.12208537012338638,0.2665460407733917
1772882698143040800,1.341040771484375,0.31486716866493225,-0.08813326060771942,0.32815638184547424
1772882698152972800,1.350972900390625,0.2842617630958557,-0.052663080394268036,0.3553619682788849
1772882698162905600,1.360905517578125,0.23666706681251526,0.0034723621793091297,0.3449111878871918
1772882698172838700,1.370838623046875,0.17386600375175476,0.05245450884103775,0.29919034242630005
1772882698182770700,1.380770751953125,0.13278993964195251,0.06505392491817474,0.24183809757232666
1772882698192703700,1.390703857421875,0.08794710040092468,0.034237463027238846,0.16797104477882385
1772882698202635800,1.4006357421875,0.05661660432815552,-0.012612598016858101,0.10309803485870361
1772882698212568800,1.41056884765625,0.03297620266675949,-0.05435093492269516,0.022375240921974182
1772882698222500600,1.42050048828125,0.01094546914100647,-0.0833602100610733,-0.05159245803952217
1772882698232433700,1.43043359375,0.01330950390547514,-0.08870835602283478,-0.09582538902759552
1772882698242365700,1.44036572265625,0.03061365894973278,-0.10017885267734528,-0.1170869991183281
1772882698252298500,1.450298583984375,0.0535462461411953,-0.10661376267671585,-0.13116486370563507
1772882698262230500,1.46023046875,0.06678055971860886,-0.09045423567295074,-0.13111107051372528
1772882698272163600,1.47016357421875,0.057697951793670654,-0.03664114326238632,-0.13173645734786987
1772882698282096600,1.4800966796875,0.0407613143324852,-0.012521427124738693,-0.13776080310344696
1772882698292028700,1.490028564453125,0.017887799069285393,-0.03349059820175171,-0.13810940086841583
1772882698301961700,1.499961669921875,0.00655737891793251,-0.0758202075958252,-0.12159194052219391
1772882698311893800,1.509893798828125,-0.0012069068616256118,-0.11110872030258179,-0.10233329981565475
1772882698321826800,1.519826904296875,0.009235082194209099,-0.14150124788284302,-0.08123093843460083
1772882698331758800,1.5297587890625,0.030994171276688576,-0.15379205346107483,-0.052428968250751495
1772882698341691600,1.539691650390625,0.054702162742614746,-0.1441817730665207,-0.04221681132912636
1772882698351623700,1.549623779296875,0.07487054914236069,-0.13336259126663208,-0.04254696145653725
1772882698361556700,1.559556640625,0.08576527237892151,-0.09524582326412201,-0.04336481913924217
1772882698371488500,1.569488525390625,0.09767450392246246,-0.032876309007406235,-0.050034210085868835
1772882698381421600,1.579421630859375,0.10548209398984909,0.04158913716673851,-0.06184985861182213
1772882698391353600,1.589353515625,0.0986766517162323,0.10617435723543167,-0.08087539672851562
